Food_Name,Ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
Chicken Fried Rice,"chicken, rice, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Chicken Ghee Roast,"chicken, ghee, chili, spices",non vegetarian,25,35,spicy,main course,Karnataka,South
Chicken Hakka Noodles,"chicken, capsicum, noodles, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Chicken Hakka Noodles,"chicken, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Chicken Hariyali Kebab,"chicken, mint, coriander, spices",non vegetarian,25,20,spicy,starter,Punjab,North
Chicken Ishtu,"chicken, coconut milk, potato",non vegetarian,20,35,mild,main course,Kerala,South
Chicken Jalfrezi,"chicken, capsicum, onion, spices",non vegetarian,20,30,spicy,main course,Punjab,North
Chicken Kadai,"chicken, capsicum, onion, spices",non vegetarian,20,30,spicy,main course,Punjab,North
Chicken Kathi Roll,"chicken, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Chicken Keema,"chicken, onion, tomato, spices",non vegetarian,20,30,spicy,main course,Delhi,North
Chicken Kheema Pav,"chicken, onion, spices, pav",non vegetarian,20,30,spicy,snack,Maharashtra,West
Chicken Korma,"chicken, almond, yogurt, onion",Non-vegetarian ,25,45,spicy,main course,Uttar Pradesh,North
Chicken Korma,"chicken, yogurt, milk, onion",non vegetarian,25,45,spicy,main course,Uttar Pradesh,North
Chicken Korma,"chicken, yogurt, onion, spices",non vegetarian,20,40,mild,main course,Uttar Pradesh,North
Chicken Kosha,"chicken, onion, tomato, spices",non vegetarian,25,40,spicy,main course,West Bengal,East
Chicken Malai Tikka,"chicken, cream, yogurt, spices",non vegetarian,25,20,mild,starter,Punjab,North
Chicken Manchurian,"chicken, capsicum, sauces, onion",non vegetarian,20,20,spicy,starter,Delhi,North
Chicken Manchurian,"chicken, corn flour, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Chicken Momos,"chicken, flour, onion, spices",non vegetarian,25,20,savory,snack,Sikkim,East
Chicken Nihari,"chicken, onion, spices",non vegetarian,30,60,spicy,main course,Delhi,North
Chicken Pakora,"chicken, gram flour, spices",non vegetarian,15,15,spicy,snack,Punjab,North
Chicken Pepper Fry,"chicken, black pepper, onion, spices",non vegetarian,20,25,spicy,starter,Tamil Nadu,South
Chicken Pulao,"chicken, rice, onion, spices",non vegetarian,20,35,spicy,main course,Delhi,North
Chicken Qorma,"chicken, yogurt, onion, spices",non vegetarian,25,40,mild,main course,Hyderabad,South
Chicken Reshmi Kebab,"chicken, cream, cheese, spices",non vegetarian,25,20,mild,starter,Punjab,North
Chicken Rezala,"chicken, yogurt, cashew, spices",non vegetarian,25,40,mild,main course,West Bengal,East
Chicken Roast,"chicken, onion, tomato, spices",non vegetarian,20,35,spicy,main course,Kerala,South
Chicken Roll,"chicken, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Chicken Seekh Kebab,"chicken, spices, herbs",non vegetarian,25,20,spicy,starter,Uttar Pradesh,North
Chicken Shashlik,"chicken, capsicum, onion, spices",non vegetarian,25,20,spicy,starter,Punjab,North
Chicken Shorba,"chicken, coriander, spices",non vegetarian,20,25,spicy,soup,Kashmir,North
Chicken Stew,"chicken, coconut milk, potato, spices",non vegetarian,20,35,mild,main course,Kerala,South
Chicken Sukka,"chicken, coconut, onion, spices",non vegetarian,25,35,spicy,main course,Karnataka,South
Chicken Tikka,"chicken, yogurt, spices, lemon",non vegetarian,25,20,spicy,starter,Punjab,North
Chicken Tikka Masala,"chicken, yogurt, tomato, spices",non vegetarian,25,35,spicy,main course,Punjab,North
Chicken Varuval,"chicken, curry leaves, spices",non vegetarian,20,25,spicy,starter,Tamil Nadu,South
Chicken Vindaloo,"chicken, vinegar, chili, spices",non vegetarian,25,40,spicy,main course,Goa,West
Chicken Xacuti,"chicken, coconut, chili, spices",non vegetarian,25,40,spicy,main course,Goa,West
Chikki,"peanut, jaggery, ghee",vegetarian,10,15,Sweet ,dessert,Maharashtra,West
Chinese Bhel,"capsicum, noodles, cabbage, sauces",vegetarian,15,10,tangy,snack,Maharashtra,West
Chingri Paturi,"prawn, mustard, coconut, banana leaf",non vegetarian,25,20,spicy,main course,West Bengal,East
Chingudi Besara,"prawn, mustard, spices",non vegetarian,20,30,spicy,main course,Odisha,East
Chocolate Barfi,"chocolate, milk, sugar, ghee",vegetarian,20,25,sweet,dessert,Maharashtra,West
Chocolate Brownie,"chocolate, flour, butter, sugar",vegetarian,15,30,sweet,dessert,Delhi,North
Chocolate Burfi Roll,"chocolate, khoya, sugar",vegetarian,20,25,sweet,dessert,Rajasthan,North
Chocolate Cake,"chocolate, egg, flour, milk, sugar",vegetarian,20,35,sweet,dessert,Delhi,North
Chocolate Cookie,"chocolate, flour, butter, sugar",vegetarian,15,20,sweet,dessert,Delhi,North
Chocolate Donut,"chocolate, flour, milk, sugar",vegetarian,20,25,sweet,snack,Delhi,North
Chocolate Falooda,"chocolate, milk, vermicelli, basil seeds",vegetarian,15,10,sweet,dessert,Maharashtra,West
Chocolate Fudge,"chocolate, milk, butter, sugar",vegetarian,15,20,sweet,dessert,Goa,West
Chocolate Gujiya,"chocolate, khoya, flour",vegetarian,25,20,sweet,dessert,Uttar Pradesh,North
Chocolate Halwa,"chocolate, semolina, sugar, ghee",vegetarian,15,25,sweet,dessert,Karnataka,South
Chocolate Ice Cream,"chocolate, milk, cream, sugar",vegetarian,20,30,sweet,dessert,Delhi,North
Chocolate Kheer,"chocolate, milk, rice, sugar",vegetarian,15,35,sweet,dessert,Punjab,North
Chocolate Kulfi,"chocolate, milk, sugar",vegetarian,20,30,sweet,dessert,Delhi,North
Chocolate Ladoo,"chocolate, milk powder, ghee",vegetarian,15,15,sweet,dessert,Delhi,North
Chocolate Milkshake,"chocolate, milk, sugar",vegetarian,10,5,sweet,beverage,Delhi,North
Chocolate Modak,"chocolate, coconut, jaggery",vegetarian,20,20,sweet,dessert,Maharashtra,West
Chocolate Mousse,"chocolate, cream, sugar",vegetarian,15,20,sweet,dessert,Goa,West
Chocolate Muffin,"chocolate, flour, milk, sugar",vegetarian,15,25,sweet,dessert,Delhi,North
Chocolate Pancake,"chocolate, flour, milk, sugar",vegetarian,10,15,sweet,breakfast,Goa,West
Chocolate Pastry,"chocolate, flour, cream, sugar",vegetarian,20,30,sweet,dessert,Delhi,North
Chocolate Payasam,"chocolate, milk, vermicelli, sugar",vegetarian,15,25,sweet,dessert,Kerala,South
Chocolate Peda,"chocolate, khoya, sugar",vegetarian,20,20,sweet,dessert,Uttar Pradesh,North
Chocolate Phirni,"chocolate, milk, rice, sugar",vegetarian,15,30,sweet,dessert,Punjab,North
Chocolate Rabri,"chocolate, milk, sugar",vegetarian,15,40,sweet,dessert,Uttar Pradesh,North
Chocolate Sandesh,"chocolate, chhena, sugar",vegetarian,20,15,sweet,dessert,West Bengal,East
Chocolate Sandwich,"chocolate, bread, butter",vegetarian,10,5,sweet,snack,Maharashtra,West
Chocolate Shrikhand,"chocolate, yogurt, sugar",vegetarian,15,0,sweet,dessert,Gujarat,West
Chocolate Swiss Roll,"chocolate, flour, cream, sugar",vegetarian,25,30,sweet,dessert,Delhi,North
Chocolate Tart,"chocolate, flour, butter, sugar",vegetarian,20,30,sweet,dessert,Goa,West
Chocolate Truffle,"chocolate, cream, cocoa powder",vegetarian,20,15,sweet,dessert,Delhi,North
Cholar Dal,"chana dal, mustard oil, coconut",vegetarian,20,30,mild,main course,West Bengal,East
Chorchori,"mustard, mixed vegetables, green chili",vegetarian,15,25,spicy,main course,West Bengal,East
Churma,"wheat flour, ghee, jaggery",vegetarian,20,25,sweet,dessert,Rajasthan,North
Corn Capsicum Curry,"capsicum, corn, onion, spices",vegetarian,20,25,spicy,main course,Punjab,North
Corn Chaat,"corn, butter, lemon juice, spices",vegetarian,10,10,tangy,snack,Delhi,North
Corn Cheese Balls,"capsicum, corn, cheese, spices",vegetarian,20,15,savory,starter,Delhi,North
Cream of Tomato Soup,"tomato, milk, cream, butter",vegetarian,15,20,mild,soup,Delhi,North
Cucumber Peanut Salad,"Cucumber, peanut, coriander leaves, lemon juice",vegetarian ,10,0,mild,salad ,Maharashtra, West
Dal Baati Churma,"wheat flour, ghee, lentils, jaggery",vegetarian,35,45,savory,main course,Rajasthan,North
Dal Bati,"wheat flour, butter, lentils, spices",vegetarian,30,40,savory,main course,Rajasthan,North
Dal Dhokli,"moong dal, wheat flour, spices, ghee",vegetarian,20,35,spicy,main course,Gujarat,West
Dal Dhokli,"chana dal, wheat flour, spices, ghee",vegetarian,20,35,spicy,main course,Gujarat,West
Dal Makhani,"black lentils, butter, milk, tomato",vegetarian,20,60,spicy,main course,Punjab,North
Dhokar Dalna,"lentil cakes, mustard oil, spices",vegetarian,25,35,spicy,main course,West Bengal,East
Doi Maach,"fish, yogurt, onion, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Doi Maach,"fish, mustard, yogurt, spices",non vegetarian,20,30,mild,main course,West Bengal,East
Doodh Puli,"milk, rice flour, coconut, sugar",vegetarian,25,30,sweet,dessert,West Bengal,East
Doodhpak,"milk, rice,  saffron, cardamom powder",vegetarian,15,40,sweet,dessert,Gujarat,West
Double Ka Meetha,"Bread, almond, milk, ghee",vegetarian ,20,30,sweet ,dessert ,Hyderabad,South
Dry Fruit Chikki,"peanut, almonds, cashew, ghee",vegetarian ,15,15,Sweet ,dessert,Gujarat,West
Dry Fruit Halwa,"almond, cashew, raisins,  ghee",vegetarian ,20,30,sweet ,dessert ,Karnataka,South
Dry Fruit Kheer,"almond, cashew, raisins, milk",vegetarian ,15,35,sweet ,dessert ,Punjab,North
Dry Fruit Ladoo,"almond, cashew, dates, ghee",vegetarian ,20,10,sweet ,dessert ,Maharashtra,West
Egg 65,"egg, curry leaves, spices, yogurt",non vegetarian,20,15,spicy,starter,Tamil Nadu,South
Egg Appam,"egg, rice batter, coconut milk",non vegetarian,20,15,savory,breakfast,Kerala,South
Egg Bharta,"egg, onion, tomato, spices",non vegetarian,15,20,spicy,main course,Punjab,North
Egg Bhurji,"egg, onion, tomato, green chili",non vegetarian,10,15,spicy,main course,Maharashtra,West
Egg Biryani,"egg, rice, onion, yogurt",non vegetarian,30,45,spicy,main course,Hyderabad,South
Egg Burger,"egg, bun, onion, tomato",non vegetarian,15,15,savory,snack,Delhi,North
Egg Chop,"egg, potato, spices, breadcrumbs",non vegetarian,20,15,spicy,snack,West Bengal,East
Egg Chowmein,"egg, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,West Bengal,East
Egg Coconut Curry,"egg, coconut milk, onion, spices",non vegetarian,20,30,spicy,main course,Kerala,South
Egg Curry,"egg, onion, tomato, oil",non vegetarian,15,25,spicy,main course,West Bengal,East
Egg Cutlet,"egg, potato, breadcrumbs, spices",non vegetarian,20,15,savory,snack,Delhi,North
Egg Devil,"egg, minced meat, potato, spices",non vegetarian,25,20,spicy,snack,West Bengal,East
Egg Do Pyaza,"egg, onion, tomato, spices, oil",non vegetarian,15,25,spicy,main course,Punjab,North
Egg Dosa,"egg, rice batter, spices",non vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Egg Frankie,"egg, roti, vegetables, sauce",non vegetarian,15,15,savory,snack,Maharashtra,West
Egg Fried Rice,"egg, rice, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Egg Fried Rice,"egg, capsicum, rice, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Egg Hakka Noodles,"egg, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Egg Hakka Noodles,"egg, capsicum, noodles, vegetables",non vegetarian,15,20,savory,main course,Delhi,North
Egg Jhal Fry,"egg, onion, tomato, green chili",non vegetarian,15,20,spicy,main course,West Bengal,East
Egg Kathi Roll,"egg, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Egg Keema,"egg, minced meat, onion, spices",non vegetarian,20,30,spicy,main course,Hyderabad,South
Egg Korma,"egg, yogurt, onion, oil",non vegetarian,20,30,spicy,main course,Uttar Pradesh,North
Egg Malabar Curry,"egg, coconut milk, spices",non vegetarian,20,30,spicy,main course,Kerala,South
Egg Malai Curry,"egg, cream, onion, spices",non vegetarian,20,30,mild,main course,West Bengal,East
Egg Manchurian,"egg, corn flour, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Egg Momos,"egg, flour, vegetables, spices",non vegetarian,25,20,savory,snack,Sikkim,East
Egg Mughlai Paratha,"egg, flour, onion, spices",non vegetarian,20,20,savory,snack,West Bengal,East
Egg Pakora,"egg, gram flour, spices, oil",non vegetarian,15,15,spicy,snack,Punjab,North
Egg Pepper Fry,"egg, black pepper, onion, spices",non vegetarian,15,20,spicy,starter,Tamil Nadu,South
Egg Pulao,"egg, rice, onion, spices",non vegetarian,20,30,spicy,main course,Delhi,North
Egg Roast,"egg, onion, tomato, curry leaves",non vegetarian,15,25,spicy,main course,Kerala,South
Egg Roll,"egg, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Egg Sandwich,"egg, bread, butter, vegetables",non vegetarian,10,5,savory,snack,Maharashtra,West
Egg Stew,"egg, coconut milk, potato, spices",non vegetarian,20,30,mild,main course,Kerala,South
Egg Sukka,"egg, coconut, onion, spices",non vegetarian,20,25,spicy,main course,Goa,West
Egg Tikka,"egg, yogurt, spices, oil",non vegetarian,20,20,spicy,starter,Punjab,North
Egg Toast,"egg, bread, butter, pepper",non vegetarian,10,10,savory,breakfast,Delhi,North
Egg Uttapam,"egg, rice batter, onion, tomato",non vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Egg Vindaloo,"egg, vinegar, chili, spices",non vegetarian,20,30,spicy,main course,Goa,West
Egg Xacuti,"egg, coconut, chili, spices",non vegetarian,20,30,spicy,main course,Goa,West
Enchorer Dalna,"jackfruit, mustard oil, spices",vegetarian,25,35,spicy,main course,West Bengal,East
Fish 65,"fish, curry leaves, spices, yogurt",non vegetarian,20,15,spicy,starter,Tamil Nadu,South
Fish Bhapa,"fish, mustard paste, coconut, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Fish Bhuna,"fish, onion, tomato, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Fish Biryani,"fish, rice, onion,  yogurt",non vegetarian,30,45,spicy,main course,Hyderabad,South
Fish Caldine,"fish, coconut milk, turmeric, spices",non vegetarian,20,30,mild,main course,Goa,West
Fish Chettinad,"fish, coconut, pepper, spices",non vegetarian,20,35,spicy,main course,Tamil Nadu,South
Fish Chop,"fish, potato, spices, breadcrumbs",non vegetarian,20,15,spicy,snack,West Bengal,East
Fish Chorchori,"fish, vegetables, mustard oil",non vegetarian,20,25,spicy,main course,West Bengal,East
Fish Chowmein,"fish, noodles, vegetables, sauces",non vegetarian,15,20,savory,main course,West Bengal,East
Fish Chukka,"fish, onion, chili, spices",non vegetarian,20,25,spicy,starter,Tamil Nadu,South
Fish Curry,"fish, onion, tomato, oil",non vegetarian,20,30,spicy,main course,West Bengal,East
Fish Cutlet,"fish, potato, breadcrumbs, spices",non vegetarian,20,15,savory,snack,West Bengal,East
Fish Fried Rice,"fish, rice, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Fish Gassi,"fish, coconut, tamarind, spices",non vegetarian,20,35,spicy,main course,Karnataka,South
Fish Hakka Noodles,"fish, noodles, vegetables, soy sauce",non vegetarian,15,20,savory,main course,Delhi,North
Fish Jhal,"fish, mustard paste, chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Fish Kebab,"fish, yogurt, spices, oil",non vegetarian,20,20,spicy,starter,Delhi,North
Fish Keema,"fish, onion, spices, herbs",non vegetarian,20,25,spicy,main course,Goa,West
Fish Korma,"fish, yogurt, onion, spices",non vegetarian,20,35,spicy,main course,Uttar Pradesh,North
Fish Kosha,"fish, onion, tomato, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Fish Manchurian,"fish, corn flour, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Fish Manchurian,"fish, capsicum, sauces, onion",non vegetarian,20,20,spicy,starter,Delhi,North
Fish Masala,"fish, onion, tomato, spices",non vegetarian,20,30,spicy,main course,Maharashtra,West
Fish Moilee,"fish, coconut milk, curry leaves",non vegetarian,20,30,mild,main course,Kerala,South
Fish Momos,"fish, flour, vegetables",non vegetarian,25,20,savory,snack,Sikkim,East
Fish Pakora,"fish, gram flour, spices, oil",non vegetarian,15,15,spicy,snack,Punjab,North
Fish Paturi,"fish, mustard paste, banana leaf",non vegetarian,25,20,spicy,main course,West Bengal,East
Fish Pepper Fry,"fish, black pepper, onion, spices",non vegetarian,15,20,spicy,starter,Tamil Nadu,South
Fish Pulao,"fish, rice, onion, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Fish Pulimunchi,"fish, tamarind, chili, spices",non vegetarian,20,30,spicy,main course,Karnataka,South
Fish Roast,"fish, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Kerala,South
Fish Roll,"fish, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Fish Saag,"fish, spinach, onion, spices",non vegetarian,20,30,spicy,main course,West Bengal,East
Fish Sandwich,"fish, bread, butter, vegetables",non vegetarian,10,5,savory,snack,Goa,West
Fish Spring Roll,"fish, flour wrapper, vegetables",non vegetarian,25,15,savory,starter,Delhi,North
Fish Stew,"fish, coconut milk, potato, spices",non vegetarian,20,30,mild,main course,Kerala,South
Fish Stuffed Paratha,"fish, wheat flour, spices",non vegetarian,25,20,savory,breakfast,West Bengal,East
Fish Sukka,"fish, coconut, onion, spices",non vegetarian,20,30,spicy,main course,Goa,West
Fish Theeyal,"fish, roasted coconut, tamarind",non vegetarian,20,35,spicy,main course,Kerala,South
Fish Thokku,"fish, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Tamil Nadu,South
Fish Tikka,"fish, yogurt, spices, lemon juice",non vegetarian,20,20,spicy,starter,Punjab,North
Fish Ularthiyathu,"fish, coconut slices, spices",non vegetarian,20,30,spicy,main course,Kerala,South
Fish Varuval,"fish, curry leaves, chili, spices",non vegetarian,20,20,spicy,starter,Tamil Nadu,South
Fish Vindaloo,"fish, vinegar, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
Fish Xacuti,"fish, coconut, chili, spices",non vegetarian,20,35,spicy,main course,Goa,West
French Toast,"egg, bread, milk, sugar",non vegetarian,10,10,sweet,breakfast,Delhi,North
Fried Peanut Chaat,"peanut, onion, tomato, green chilies",vegetarian ,10,10,tangy ,snack ,Maharashtra,West
Fruit Custard,"milk, custard powder, fruits, sugar",vegetarian,15,15,sweet,dessert,Maharashtra,West
Gajar Ka Halwa,"carrot, milk, sugar, ghee",vegetarian,20,45,sweet,dessert,Punjab,North
Galouti Kebab,"mutton, spices, ghee",non vegetarian,30,20,spicy,starter,Uttar Pradesh,North
Ghevar,"flour, ghee, sugar syrup",vegetarian,30,25,sweet,dessert,Rajasthan,North
Ghugni,"yellow peas, mustard oil, spices",vegetarian,20,30,spicy,snack,West Bengal,East
Gobi Manchurian,"cauliflower, capsicum, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Gobi Paratha,"cauliflower, whole wheat flour, butter, spices",vegetarian,25,20,savory,breakfast,Punjab,North
Groundnut Chutney,"peanut, fresh coconut,  green chilies, mustard seeds",vegetarian,10,5,spicy,side dish,Karnataka,South
Groundnut Halwa,"peanut, milk, sugar, ghee",vegetarian ,15,30,Sweet ,dessert,Tamil Nadu,South
Groundnut Rice,"Cooked rice, peanut, dried red chilies, asafoetida",vegetarian,15,15,spicy,main course,Karnataka,South
